"BN","School_Year","Start_Date","Overall_Rating","Indicator_1.1","Indicator_1.2","Indicator_1.3","Indicator_1.4","Indicator_1.5","Indicator_1.6","Indicator_1.7","IndicatorOverall_1","Indicator_2.1","Indicator_2.2","Indicator_2.3","Indicator_2.4","Indicator_2.5","Indicator_2.6","Indicator_2.7","IndicatorOverall_2","Indicator_3.1","Indicator_3.2","Indicator_3.3","Indicator_3.4","Indicator_3.5","Indicator_3.6","Indicator_3.7","Indicator_3.8","IndicatorOverall_3","Indicator_4.1","Indicator_4.2","Indicator_4.3","Indicator_4.4","Indicator_4.5","Indicator_4.6","Indicator_4.7","IndicatorOverall_4","Indicator_5.1","Indicator_5.2","Indicator_5.3","Indicator_5.4","Indicator_5.5","Indicator_5.6","Indicator_5.7","IndicatorOverall_5"
"X072","2011-12","40932","D","U","U","P","P","No Data","No Data","No Data","No Data","P","P","D","D","No Data","No Data","No Data","No Data","D","D","D","P","No Data","No Data","No Data","No Data","No Data","P","WD","D","WD","No Data","No Data","No Data","No Data","D","D","P","P","No Data","No Data","No Data","No Data"
"X170","2011-12","40932","P","P","P","P","P","No Data","No Data","No Data","No Data","WD","P","WD","WD","No Data","No Data","No Data","No Data","WD","WD","WD","WD","No Data","No Data","No Data","No Data","No Data","P","WD","WD","WD","No Data","No Data","No Data","No Data","P","WD","WD","P","No Data","No Data","No Data","No Data"
"K029","2011-12","40933","WD","WD","WD","WD","WD","No Data","No Data","No Data","No Data","P","WD","WD","WD","No Data","No Data","No Data","No Data","P","P","P","WD","No Data","No Data","No Data","No Data","No Data","WD","WD","WD","WD","No Data","No Data","No Data","No Data","P","P","P","P","No Data","No Data","No Data","No Data"
"K233","2011-12","40933","P","P","P","WD","P","No Data","No Data","No Data","No Data","P","P","P","D","No Data","No Data","No Data","No Data","P","P","P","P","No Data","No Data","No Data","No Data","No Data","P","P","P","P","No Data","No Data","No Data","No Data","P","P","P","P","No Data","No Data","No Data","No Data"
"M112","2011-12","40933","WD","WD","WD","WD","WD","No Data","No Data","No Data","No Data","WD","WD","P","P","No Data","No Data","No Data","No Data","WD","WD","WD","WD","No Data","No Data","No Data","No Data","No Data","WD","WD","WD","WD","No Data","No Data","No Data","No Data","WD","P","WD","WD","No Data","No Data","No Data","No Data"
"Q035","2011-12","40933","D","D","D","P","P","No Data","No Data","No Data","No Data","D","P","P","D","No Data","No Data","No Data","No Data","D","D","D","D","No Data","No Data","No Data","No Data","No Data","D","D","D","D","No Data","No Data","No Data","No Data","D","D","D","D","No Data","No Data","No Data","No Data"
"Q049","2011-12","40933","WD","WD","WD","WD","WD","No Data","No Data","No Data","No Data","P","WD","WD","WD","No Data","No Data","No Data","No Data","WD","WD","P","WD","No Data","No Data","No Data","No Data","No Data","P","WD","P","WD","No Data","No Data","No Data","No Data","WD","P","P","P","No Data","No Data","No Data","No Data"
"X058","2011-12","40933","D","U","U","D","P","No Data","No Data","No Data","No Data","P","P","P","D","No Data","No Data","No Data","No Data","P","P","P","P","No Data","No Data","No Data","No Data","No Data","D","D","D","P","No Data","No Data","No Data","No Data","U","D","D","D","No Data","No Data","No Data","No Data"
"X144","2011-12","40933","P","D","D","P","WD","No Data","No Data","No Data","No Data","P","P","WD","P","No Data","No Data","No Data","No Data","P","P","P","WD","No Data","No Data","No Data","No Data","No Data","P","P","D","P","No Data","No Data","No Data","No Data","D","P","P","P","No Data","No Data","No Data","No Data"
"X454","2011-12","40933","P","P","D","P","WD","No Data","No Data","No Data","No Data","P","P","P","WD","No Data","No Data","No Data","No Data","P","P","P","P","No Data","No Data","No Data","No Data","No Data","D","P","P","P","No Data","No Data","No Data","No Data","P","P","D","P","No Data","No Data","No Data","No Data"
"K009","2011-12","40934","P","P","P","P","P","No Data","No Data","No Data","No Data","P","P","WD","WD","No Data","No Data","No Data","No Data","WD","P","P","WD","No Data","No Data","No Data","No Data","No Data","P","P","P","P","No Data","No Data","No Data","No Data","P","P","P","P","No Data","No Data","No Data","No Data"
"K171","2011-12","40934","D","D","D","P","P","No Data","No Data","No Data","No Data","P","D","D","D","No Data","No Data","No Data","No Data","P","D","D","P","No Data","No Data","No Data","No Data","No Data","P","D","D","D","No Data","No Data","No Data","No Data","D","D","D","D","No Data","No Data","No Data","No Data"
"K678","2011-12","40934","D","D","D","P","P","No Data","No Data","No Data","No Data","P","D","D","D","No Data","No Data","No Data","No Data","P","D","P","D","No Data","No Data","No Data","No Data","No Data","P","D","D","P","No Data","No Data","No Data","No Data","D","D","D","U","No Data","No Data","No Data","No Data"
"M421","2011-12","40934","WD","WD","P","WD","WD","No Data","No Data","No Data","No Data","P","WD","WD","WD","No Data","No Data","No Data","No Data","P","P","WD","WD","No Data","No Data","No Data","No Data","No Data","WD","WD","WD","WD","No Data","No Data","No Data","No Data","WD","P","P","P","No Data","No Data","No Data","No Data"
"X121","2011-12","40934","P","P","D","P","WD","No Data","No Data","No Data","No Data","P","WD","P","D","No Data","No Data","No Data","No Data","P","P","WD","P","No Data","No Data","No Data","No Data","No Data","P","P","P","WD","No Data","No Data","No Data","No Data","P","D","P","D","No Data","No Data","No Data","No Data"
"K028","2011-12","40938","D","D","D","P","P","No Data","No Data","No Data","No Data","P","D","P","P","No Data","No Data","No Data","No Data","P","D","D","D","No Data","No Data","No Data","No Data","No Data","P","D","D","P","No Data","No Data","No Data","No Data","D","D","D","D","No Data","No Data","No Data","No Data"
"K234","2011-12","40938","P","P","P","WD","WD","No Data","No Data","No Data","No Data","WD","P","P","WD","No Data","No Data","No Data","No Data","WD","P","P","WD","No Data","No Data","No Data","No Data","No Data","WD","P","P","WD","No Data","No Data","No Data","No Data","P","D","WD","P","No Data","No Data","No Data","No Data"
"M048","2011-12","40938","D","D","D","P","P","No Data","No Data","No Data","No Data","P","P","P","D","No Data","No Data","No Data","No Data","P","P","P","P","No Data","No Data","No Data","No Data","No Data","D","P","P","P","No Data","No Data","No Data","No Data","D","D","P","P","No Data","No Data","No Data","No Data"
"X008","2011-12","40938","P","P","P","WD","P","No Data","No Data","No Data","No Data","P","P","P","P","No Data","No Data","No Data","No Data","P","P","P","P","No Data","No Data","No Data","No Data","No Data","P","WD","P","P","No Data","No Data","No Data","No Data","WD","P","P","P","No Data","No Data","No Data","No Data"
"Q150","2011-12","40939","P","P","P","P","WD","No Data","No Data","No Data","No Data","P","P","P","P","No Data","No Data","No Data","No Data","P","P","P","P","No Data","No Data","No Data","No Data","No Data","P","P","D","WD","No Data","No Data","No Data","No Data","P","P","P","D","No Data","No Data","No Data","No Data"
"Q268","2011-12","40939","D","D","P","P","P","No Data","No Data","No Data","No Data","P","D","D","P","No Data","No Data","No Data","No Data","D","P","D","P","No Data","No Data","No Data","No Data","No Data","D","D","P","P","No Data","No Data","No Data","No Data","P","D","D","D","No Data","No Data","No Data","No Data"
"K634","2011-12","40940","D","D","D","P","WD","No Data","No Data","No Data","No Data","P","P","P","P","No Data","No Data","No Data","No Data","P","D","D","WD","No Data","No Data","No Data","No Data","No Data","D","P","D","P","No Data","No Data","No Data","No Data","D","D","D","D","No Data","No Data","No Data","No Data"
"Q068","2011-12","40940","P","P","P","WD","WD","No Data","No Data","No Data","No Data","P","D","P","WD","No Data","No Data","No Data","No Data","P","P","D","P","No Data","No Data","No Data","No Data","No Data","P","P","P","P","No Data","No Data","No Data","No Data","P","P","D","P","No Data","No Data","No Data","No Data"
"X190","2011-12","40940","D","D","D","D","WD","No Data","No Data","No Data","No Data","D","D","P","P","No Data","No Data","No Data","No Data","D","D","D","D","No Data","No Data","No Data","No Data","No Data","D","D","D","P","No Data","No Data","No Data","No Data","D","D","D","D","No Data","No Data","No Data","No Data"
"M059","2011-12","40941","WD","WD","WD","WD","WD","No Data","No Data","No Data","No Data","WD","WD","WD","P","No Data","No Data","No Data","No Data","WD","WD","P","WD","No Data","No Data","No Data","No Data","No Data","WD","WD","WD","WD","No Data","No Data","No Data","No Data","WD","P","WD","WD","No Data","No Data","No Data","No Data"
"M399","2011-12","40941","P","WD","WD","WD","WD","No Data","No Data","No Data","No Data","WD","WD","P","D","No Data","No Data","No Data","No Data","WD","P","P","P","No Data","No Data","No Data","No Data","No Data","WD","D","P","P","No Data","No Data","No Data","No Data","P","P","P","P","No Data","No Data","No Data","No Data"
"M500","2011-12","40941","P","D","D","P","WD","No Data","No Data","No Data","No Data","P","P","P","WD","No Data","No Data","No Data","No Data","P","P","P","P","No Data","No Data","No Data","No Data","No Data","P","P","P","P","No Data","No Data","No Data","No Data","P","P","D","P","No Data","No Data","No Data","No Data"
"Q029","2011-12","40941","WD","WD","P","WD","WD","No Data","No Data","No Data","No Data","WD","P","P","WD","No Data","No Data","No Data","No Data","WD","WD","WD","WD","No Data","No Data","No Data","No Data","No Data","WD","WD","WD","WD","No Data","No Data","No Data","No Data","WD","WD","WD","WD","No Data","No Data","No Data","No Data"
"X059","2011-12","40941","D","P","P","D","WD","No Data","No Data","No Data","No Data","P","D","P","D","No Data","No Data","No Data","No Data","P","D","D","P","No Data","No Data","No Data","No Data","No Data","P","P","D","P","No Data","No Data","No Data","No Data","D","D","D","D","No Data","No Data","No Data","No Data"
"X277","2011-12","40941","D","D","D","D","P","No Data","No Data","No Data","No Data","D","D","D","D","No Data","No Data","No Data","No Data","D","D","P","D","No Data","No Data","No Data","No Data","No Data","U","D","D","P","No Data","No Data","No Data","No Data","D","U","U","D","No Data","No Data","No Data","No Data"
"K345","2011-12","40945","D","D","D","D","WD","No Data","No Data","No Data","No Data","D","D","D","P","No Data","No Data","No Data","No Data","P","D","D","P","No Data","No Data","No Data","No Data","No Data","D","D","D","P","No Data","No Data","No Data","No Data","D","D","D","D","No Data","No Data","No Data","No Data"
"K404","2011-12","40945","WD","WD","WD","WD","P","No Data","No Data","No Data","No Data","WD","WD","WD","P","No Data","No Data","No Data","No Data","WD","WD","WD","WD","No Data","No Data","No Data","No Data","No Data","WD","WD","WD","WD","No Data","No Data","No Data","No Data","WD","WD","WD","WD","No Data","No Data","No Data","No Data"
"K412","2011-12","40945","P","P","D","P","P","No Data","No Data","No Data","No Data","P","P","P","P","No Data","No Data","No Data","No Data","P","P","P","P","No Data","No Data","No Data","No Data","No Data","P","P","P","P","No Data","No Data","No Data","No Data","P","P","P","P","No Data","No Data","No Data","No Data"
"M367","2011-12","40945","D","D","D","P","P","No Data","No Data","No Data","No Data","P","D","P","D","No Data","No Data","No Data","No Data","P","D","D","P","No Data","No Data","No Data","No Data","No Data","P","P","D","P","No Data","No Data","No Data","No Data","D","D","U","P","No Data","No Data","No Data","No Data"
"Q096","2011-12","40945","D","P","D","P","P","No Data","No Data","No Data","No Data","P","P","P","D","No Data","No Data","No Data","No Data","P","D","P","D","No Data","No Data","No Data","No Data","No Data","D","P","D","P","No Data","No Data","No Data","No Data","P","P","D","D","No Data","No Data","No Data","No Data"
"Q262","2011-12","40945","P","WD","P","P","WD","No Data","No Data","No Data","No Data","WD","P","WD","WD","No Data","No Data","No Data","No Data","WD","P","WD","P","No Data","No Data","No Data","No Data","No Data","P","P","P","WD","No Data","No Data","No Data","No Data","P","WD","WD","P","No Data","No Data","No Data","No Data"
"X404","2011-12","40945","P","D","D","P","WD","No Data","No Data","No Data","No Data","WD","P","P","D","No Data","No Data","No Data","No Data","P","D","P","P","No Data","No Data","No Data","No Data","No Data","P","P","P","WD","No Data","No Data","No Data","No Data","P","P","P","P","No Data","No Data","No Data","No Data"
"K141","2011-12","40946","P","P","P","P","P","No Data","No Data","No Data","No Data","P","P","P","D","No Data","No Data","No Data","No Data","P","P","P","P","No Data","No Data","No Data","No Data","No Data","P","P","P","P","No Data","No Data","No Data","No Data","P","P","D","P","No Data","No Data","No Data","No Data"
"K377","2011-12","40946","D","P","P","P","D","No Data","No Data","No Data","No Data","P","P","P","D","No Data","No Data","No Data","No Data","P","P","D","D","No Data","No Data","No Data","No Data","No Data","P","P","D","U","No Data","No Data","No Data","No Data","P","P","D","D","No Data","No Data","No Data","No Data"
"K346","2011-12","40947","P","P","P","P","P","No Data","No Data","No Data","No Data","WD","P","P","P","No Data","No Data","No Data","No Data","P","D","P","P","No Data","No Data","No Data","No Data","No Data","P","P","D","P","No Data","No Data","No Data","No Data","P","D","P","D","No Data","No Data","No Data","No Data"
"M123","2011-12","40947","D","D","D","D","P","No Data","No Data","No Data","No Data","P","P","P","P","No Data","No Data","No Data","No Data","P","P","P","P","No Data","No Data","No Data","No Data","No Data","P","D","P","WD","No Data","No Data","No Data","No Data","D","P","P","P","No Data","No Data","No Data","No Data"
"M859","2011-12","40947","WD","WD","WD","WD","WD","No Data","No Data","No Data","No Data","WD","WD","P","WD","No Data","No Data","No Data","No Data","P","P","WD","WD","No Data","No Data","No Data","No Data","No Data","WD","WD","P","WD","No Data","No Data","No Data","No Data","WD","WD","P","P","No Data","No Data","No Data","No Data"
"R052","2011-12","40947","D","D","D","P","P","No Data","No Data","No Data","No Data","P","D","P","P","No Data","No Data","No Data","No Data","P","P","D","P","No Data","No Data","No Data","No Data","No Data","P","D","D","P","No Data","No Data","No Data","No Data","D","P","P","D","No Data","No Data","No Data","No Data"
"K261","2011-12","40948","P","WD","WD","WD","WD","No Data","No Data","No Data","No Data","P","P","P","WD","No Data","No Data","No Data","No Data","P","P","WD","WD","No Data","No Data","No Data","No Data","No Data","WD","WD","WD","WD","No Data","No Data","No Data","No Data","P","P","P","P","No Data","No Data","No Data","No Data"
"K054","2011-12","40952","P","P","P","P","P","No Data","No Data","No Data","No Data","P","P","P","P","No Data","No Data","No Data","No Data","D","P","P","P","No Data","No Data","No Data","No Data","No Data","P","P","P","P","No Data","No Data","No Data","No Data","P","P","P","P","No Data","No Data","No Data","No Data"
